Lexical_Feature,Criterion,Category,Correlation_Trend,Significant_Changes_raw,Alpha_raw,N_Eligible_Comparisons_raw,Significant_Changes_bonf_full_vs_rest,Alpha_bonf_full_vs_rest,N_Eligible_Comparisons_bonf_full_vs_rest,Significant_Changes_bonf_parts_only,Alpha_bonf_parts_only,N_Eligible_Comparisons_bonf_parts_only,Significant_Changes_bonf_all,Alpha_bonf_all,N_Eligible_Comparisons_bonf_all
proportion_PROPN,Créativité du discours,pos_tag_density,"full:-0.01 (p=0.940) → beginning:0.01 (p=0.959) ↑, middle:-0.09 (p=0.415) ↓, end:0.10 (p=0.336) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_PROPN,Global,pos_tag_density,"full:-0.01 (p=0.929) → beginning:-0.04 (p=0.700) ↓, middle:-0.07 (p=0.497) ↓, end:0.09 (p=0.383) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Présentation du Sujet,pos_tag_density,"full:-0.11 (p=0.292) → beginning:-0.18 (p=0.093) ↓, middle:-0.00 (p=0.981) ↑, end:0.00 (p=0.985) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Structure,pos_tag_density,"full:-0.16 (p=0.134) → beginning:-0.20 (p=0.058) ↓, middle:-0.04 (p=0.681) ↑, end:-0.08 (p=0.471) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Niveau de Langue,pos_tag_density,"full:-0.12 (p=0.251) → beginning:-0.14 (p=0.174) ↓, middle:-0.06 (p=0.551) ↑, end:0.01 (p=0.917) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Voix Passive,pos_tag_density,"full:0.10 (p=0.366) → beginning:0.03 (p=0.746) ↓, middle:0.12 (p=0.278) ↑, end:0.09 (p=0.402) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Concision,pos_tag_density,"full:0.04 (p=0.687) → beginning:-0.08 (p=0.479) ↓, middle:0.06 (p=0.581) ↑, end:0.12 (p=0.258) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Redondance,pos_tag_density,"full:-0.14 (p=0.204) → beginning:-0.16 (p=0.142) ↓, middle:0.02 (p=0.874) ↑, end:-0.09 (p=0.381) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Langage Négatif,pos_tag_density,"full:-0.17 (p=0.106) → beginning:-0.30 (p=0.004) ↓, middle:-0.04 (p=0.723) ↑, end:-0.03 (p=0.794) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Métaphore,pos_tag_density,"full:-0.10 (p=0.370) → beginning:-0.01 (p=0.960) ↑, middle:-0.01 (p=0.942) ↑, end:-0.08 (p=0.478) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Discours,pos_tag_density,"full:0.21 (p=0.050) → beginning:0.15 (p=0.150) ↓, middle:0.21 (p=0.048) ↑, end:0.07 (p=0.500) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,L'introduction,pos_tag_density,"full:-0.17 (p=0.107) → beginning:-0.34 (p=0.001) ↓, middle:0.01 (p=0.907) ↑, end:-0.03 (p=0.756) ↑",beginning_vs_middle; beginning_vs_end,0.05,6,,0.01667,3,beginning_vs_middle,0.01667,3,,0.00833,6
proportion_VERB,La conclusion,pos_tag_density,"full:-0.10 (p=0.338) → beginning:-0.22 (p=0.034) ↓, middle:-0.01 (p=0.931) ↑, end:0.08 (p=0.453) ↑",beginning_vs_end,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Persuasivité,pos_tag_density,"full:-0.06 (p=0.590) → beginning:-0.12 (p=0.245) ↓, middle:0.01 (p=0.961) ↑, end:-0.01 (p=0.912) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Clarté du Langage,pos_tag_density,"full:0.08 (p=0.475) → beginning:-0.05 (p=0.620) ↓, middle:0.19 (p=0.073) ↑, end:0.05 (p=0.670) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Créativité du discours,pos_tag_density,"full:-0.04 (p=0.734) → beginning:0.02 (p=0.883) ↑, middle:-0.01 (p=0.918) ↑, end:0.04 (p=0.730) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_VERB,Global,pos_tag_density,"full:-0.10 (p=0.336) → beginning:-0.13 (p=0.225) ↓, middle:-0.03 (p=0.763) ↑, end:-0.03 (p=0.774) ↑",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Présentation du Sujet,pos_tag_density,"full:-0.06 (p=0.545) → beginning:-0.07 (p=0.541) ↓, middle:0.07 (p=0.529) ↑, end:-0.19 (p=0.078) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
proportion_AUX,Structure,pos_tag_density,"full:-0.08 (p=0.463) → beginning:-0.01 (p=0.937) ↑, middle:0.12 (p=0.254) ↑, end:-0.13 (p=0.233) ↓",,0.05,6,,0.01667,3,,0.01667,3,,0.00833,6
