Lexical_Feature,Criterion,Spearman_Coefficient,p_value
certitude,Voix Passive,-0.0068706838902735665,0.9487547256890657
certitude,Concision,0.08653866019037923,0.4173513954685276
certitude,Redondance,0.08301651996735246,0.43662854067501033
certitude,Langage Négatif,0.1812179540694738,0.08738863239685649
certitude,Métaphore,0.07967085144166156,0.455397741516507
certitude,Discours,0.11785740525720259,0.2685857686270649
certitude,L'introduction,0.19876352613074963,0.06037253732412739
certitude,La conclusion,0.07009881708183778,0.5114843347565318
certitude,Persuasivité,0.15073681619503623,0.15614911045647728
certitude,Clarté du Langage,-0.010864253747837638,0.9190506681276589
certitude,Créativité du discours,0.07726275578800022,0.46917874842082474
certitude,Global,0.15597794817542335,0.14208958653182543
inhibition,Présentation du Sujet,-0.24696719735925643,0.018942499089921842
inhibition,Structure,-0.17489649016555447,0.0991978298865273
inhibition,Niveau de Langue,-0.25268151977827435,0.01627149405584076
inhibition,Voix Passive,-0.11208587450520967,0.29289373276700215
inhibition,Concision,-0.20326912881387327,0.054664101403107714
inhibition,Redondance,-0.006954750132254606,0.9481285778973951
inhibition,Langage Négatif,0.14141481463136663,0.18367720079962105
inhibition,Métaphore,0.08493749051176842,0.4260529860488107
inhibition,Discours,-0.033941632503986796,0.750796660177792
inhibition,L'introduction,-0.23074662006841712,0.028664223534171505
inhibition,La conclusion,-0.1304001434275976,0.22056379805672877
inhibition,Persuasivité,-0.16190948498610389,0.1273549516408573
inhibition,Clarté du Langage,-0.18036098510749657,0.08892091473771853
inhibition,Créativité du discours,-0.12649317222092957,0.2348239132936403
inhibition,Global,-0.1719819133333778,0.10504798092622399
inclusion,Présentation du Sujet,0.11106943008416427,0.29732043656391516
inclusion,Structure,0.03598791464103476,0.7363068435419804
inclusion,Niveau de Langue,0.02526175294271875,0.813167501293475
inclusion,Voix Passive,-0.012023201918067643,0.9104493738597887
inclusion,Concision,0.013756861780762988,0.8976023122389318
inclusion,Redondance,-0.058239559204356986,0.5855823519756436
inclusion,Langage Négatif,0.03248976050672696,0.7611304156362156
inclusion,Métaphore,0.04481412105876571,0.6749150260474415
inclusion,Discours,0.1200603662204339,0.2596773807092105
inclusion,L'introduction,0.08487260816693773,0.4264077695496491
inclusion,La conclusion,-0.07401313512039066,0.4881294538350215
inclusion,Persuasivité,-0.016151728630998907,0.8798994476968325
inclusion,Clarté du Langage,0.10076935946284608,0.3446449715839177
inclusion,Créativité du discours,-0.0710362149620636,0.5058396086030866
inclusion,Global,0.0034469983655423648,0.9742774066281437
exclusion,Présentation du Sujet,0.20691629978193218,0.05037417151956818
exclusion,Structure,0.21219435898546232,0.04466028370274217
exclusion,Niveau de Langue,0.31231060202953276,0.002728628794036706
exclusion,Voix Passive,0.12753706971320308,0.23095245930172215
exclusion,Concision,0.22056263648522295,0.03670841309809775
exclusion,Redondance,0.25252669162843866,0.01633933203587488
exclusion,Langage Négatif,0.10296474663038285,0.33418187209627237
exclusion,Métaphore,0.015581974963807888,0.8841060572019208
exclusion,Discours,0.1825378061819536,0.0850697434104454
exclusion,L'introduction,0.18773442817898306,0.07641115743778917
exclusion,La conclusion,0.18493921871955152,0.08097627938065365
exclusion,Persuasivité,0.2019919461843937,0.056235390325640004
exclusion,Clarté du Langage,0.2632381095515969,0.012184091925060063
exclusion,Créativité du discours,0.1927313616674061,0.0687658061776531
exclusion,Global,0.231246687933405,0.02831109118928603
